saccade_ser,Id,QuestionsNum,Answer,stime,etime,sxp,syp,exp,eyp,dur,ampl
485,00a17d6c125942fcadcdf62eeec74ae2,90,2,18897743,18897840,523.4544,762.68952,749.862912,460.16748,97,377.86293677974794
486,00a17d6c125942fcadcdf62eeec74ae2,90,2,18898001,18898033,749.862912,460.16748,975.821376,482.71572,32,227.08071380092338
487,00a17d6c125942fcadcdf62eeec74ae2,90,2,18898144,18898304,975.821376,482.71572,571.440384,448.749288,160,405.8050088327086
488,00a17d6c125942fcadcdf62eeec74ae2,90,2,18898448,18898481,571.440384,448.749288,635.4652799999999,473.586696,33,68.67375149188567
489,00a17d6c125942fcadcdf62eeec74ae2,90,2,18898670,18898817,635.4652799999999,473.586696,750.082752,458.63766,147,115.58822848802603
490,00a17d6c125942fcadcdf62eeec74ae2,90,2,18899152,18899777,750.082752,458.63766,714.748608,456.998652,625,35.37213704933309
490,00a17d6c125942fcadcdf62eeec74ae2,91,1,18899152,18899777,750.082752,458.63766,714.748608,456.998652,625,35.37213704933309
491,00a17d6c125942fcadcdf62eeec74ae2,91,1,18899954,18900849,714.748608,456.998652,531.953472,608.209884,895,237.2317399257871
492,00a17d6c125942fcadcdf62eeec74ae2,92,2,18900960,18901024,531.953472,608.209884,534.672384,520.137288,64,88.11455412497389
493,00a17d6c125942fcadcdf62eeec74ae2,92,2,18901122,18901152,534.672384,520.137288,645.577536,492.153624,30,114.38110941500791
494,00a17d6c125942fcadcdf62eeec74ae2,92,2,18901297,18901601,645.577536,492.153624,1037.76768,480.629808,304,392.35941098174584
495,00a17d6c125942fcadcdf62eeec74ae2,92,2,18901729,18901761,1037.76768,480.629808,953.777088,473.786388,32,84.26892631217538
496,00a17d6c125942fcadcdf62eeec74ae2,92,2,18902000,18902369,953.777088,473.786388,665.5691519999999,471.880728,369,288.2142361393964
497,00a17d6c125942fcadcdf62eeec74ae2,92,2,18902464,18902592,665.5691519999999,471.880728,936.1100160000001,760.2614639999999,128,395.4185225678841
498,00a17d6c125942fcadcdf62eeec74ae2,92,2,18903008,18903042,936.1100160000001,760.2614639999999,745.755456,441.316188,34,371.4309459314204
499,00a17d6c125942fcadcdf62eeec74ae2,93,2,18903296,18903632,745.755456,441.316188,785.884608,465.58162799999997,336,46.89520677673465
500,00a17d6c125942fcadcdf62eeec74ae2,93,2,18903808,18903937,785.884608,465.58162799999997,1022.2746240000001,470.6208,129,236.44372040493255
501,00a17d6c125942fcadcdf62eeec74ae2,93,2,18904177,18904273,1022.2746240000001,470.6208,1263.5568,456.955668,96,241.66883185026646
502,00a17d6c125942fcadcdf62eeec74ae2,93,2,18904368,18904401,1263.5568,456.955668,1310.429376,485.223372,33,54.73665563685262
503,00a17d6c125942fcadcdf62eeec74ae2,93,2,18904608,18904784,1310.429376,485.223372,927.147648,467.746488,176,383.67997666416665
504,00a17d6c125942fcadcdf62eeec74ae2,93,2,18905040,18905073,927.147648,467.746488,1013.013696,484.954452,33,87.57335339110635
505,00a17d6c125942fcadcdf62eeec74ae2,93,2,18905278,18905343,1013.013696,484.954452,939.271296,856.451232,65,378.7450317933272
506,00a17d6c125942fcadcdf62eeec74ae2,93,2,18905441,18905714,939.271296,856.451232,742.803264,446.17769999999996,273,454.88906192357285
507,00a17d6c125942fcadcdf62eeec74ae2,94,2,18906017,18906081,742.803264,446.17769999999996,574.3416960000001,456.720876,64,168.7911681729396
508,00a17d6c125942fcadcdf62eeec74ae2,94,2,18906224,18906416,574.3416960000001,456.720876,887.52288,450.49694400000004,192,313.24302281325026
509,00a17d6c125942fcadcdf62eeec74ae2,94,2,18906592,18906625,887.52288,450.49694400000004,953.473728,463.083588,33,67.14117930973396
510,00a17d6c125942fcadcdf62eeec74ae2,94,2,18906720,18906752,953.473728,463.083588,785.132736,462.886812,32,168.34110700698818
511,00a17d6c125942fcadcdf62eeec74ae2,94,2,18906958,18907184,785.132736,462.886812,957.163776,813.7803240000001,226,390.79526031820774
512,00a17d6c125942fcadcdf62eeec74ae2,94,2,18907328,18907457,957.163776,813.7803240000001,535.104192,786.216996,129,422.95866168774535
513,00a17d6c125942fcadcdf62eeec74ae2,94,2,18907664,18908833,535.104192,786.216996,806.048832,462.06806400000005,1169,422.4731092761646
513,00a17d6c125942fcadcdf62eeec74ae2,95,1,18907664,18908833,535.104192,786.216996,806.048832,462.06806400000005,1169,422.4731092761646
514,00a17d6c125942fcadcdf62eeec74ae2,95,1,18909041,18909073,806.048832,462.06806400000005,929.7696,463.883328,32,123.73408430137398
515,00a17d6c125942fcadcdf62eeec74ae2,95,1,18909408,18910001,929.7696,463.883328,703.298304,467.84185199999996,593,226.50588916003522
515,00a17d6c125942fcadcdf62eeec74ae2,96,1,18909408,18910001,929.7696,463.883328,703.298304,467.84185199999996,593,226.50588916003522
516,00a17d6c125942fcadcdf62eeec74ae2,96,1,18910273,18910304,703.298304,467.84185199999996,603.536832,481.627512,31,100.70946190523703
517,00a17d6c125942fcadcdf62eeec74ae2,96,1,18910400,18910609,603.536832,481.627512,739.5504,456.145992,209,138.37990656739518
