saccade_ser,Id,QuestionsNum,Answer,stime,etime,sxp,syp,exp,eyp,dur,ampl
67,00a45dae43da4bd9b262e11f4db1b6c0,11,1,23026570,23026635,494.577408,777.7381320000001,555.643776,453.68262000000004,65,329.75911838536564
68,00a45dae43da4bd9b262e11f4db1b6c0,12,1,23027642,23027737,555.643776,453.68262000000004,547.148928,752.1948359999999,95,298.63306170578915
69,00a45dae43da4bd9b262e11f4db1b6c0,12,1,23027881,23027913,547.148928,752.1948359999999,495.75475199999994,781.488756,32,59.15653028774914
70,00a45dae43da4bd9b262e11f4db1b6c0,12,1,23028105,23028154,495.75475199999994,781.488756,521.600064,449.84473199999996,49,332.64957358651446
71,00a45dae43da4bd9b262e11f4db1b6c0,13,1,23030218,23030250,521.600064,449.84473199999996,670.339392,449.541036,32,148.7396380429642
72,00a45dae43da4bd9b262e11f4db1b6c0,13,1,23031769,23031802,670.339392,449.541036,810.4398719999999,441.996912,33,140.3034507884883
73,00a45dae43da4bd9b262e11f4db1b6c0,13,1,23031962,23031993,810.4398719999999,441.996912,893.521728,470.53062,31,87.84513241286633
74,00a45dae43da4bd9b262e11f4db1b6c0,13,1,23032169,23032266,893.521728,470.53062,518.039232,759.598344,97,473.86417237530236
75,00a45dae43da4bd9b262e11f4db1b6c0,13,1,23032602,23032698,518.039232,759.598344,493.282944,443.829672,96,316.7376327691146
76,00a45dae43da4bd9b262e11f4db1b6c0,14,1,23033546,23033577,493.282944,443.829672,601.4480639999999,452.37528000000003,31,108.50216864516604
77,00a45dae43da4bd9b262e11f4db1b6c0,14,1,23034217,23034250,601.4480639999999,452.37528000000003,808.694784,457.718904,33,207.31559822698293
78,00a45dae43da4bd9b262e11f4db1b6c0,14,1,23035355,23035450,808.694784,457.718904,555.68544,729.31644000000006,95,371.18586949476094
79,00a45dae43da4bd9b262e11f4db1b6c0,14,1,23035721,23035933,555.68544,729.31644000000006,471.006912,520.451676,212,225.37733414215035
80,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23036026,23036058,471.006912,520.451676,460.55616,429.02719199999996,32,92.01985922632012
81,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23036249,23036299,460.55616,429.02719199999996,489.50496000000004,439.77988799999997,50,30.88128061963137
82,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23036857,23036890,489.50496000000004,439.77988799999997,548.7893760000001,459.688824,33,62.53805012241072
83,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23037096,23037130,548.7893760000001,459.688824,611.29248,450.529344,34,63.17067423658863
84,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23037370,23037401,611.29248,450.529344,676.2245760000001,451.983024,31,64.94836623422971
85,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23037498,23037529,676.2245760000001,451.983024,565.649664,448.50132,31,110.62971312695053
86,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23038507,23038537,565.649664,448.50132,651.1981440000001,459.23382,30,86.21907553761179
87,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23039369,23039401,651.1981440000001,459.23382,772.239744,448.76073599999995,32,121.493845189915
88,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23040345,23040378,772.239744,448.76073599999995,838.521216,451.870704,33,66.35439270649539
89,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23040775,23040889,838.521216,451.870704,929.233344,460.528416,114,91.12434440567091
90,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23041353,23041657,929.233344,460.528416,1244.91936,413.44851600000004,304,319.17734518910066
91,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23041785,23041818,1244.91936,413.44851600000004,1296.7109759999998,418.895604,33,52.07727196744443
92,00a45dae43da4bd9b262e11f4db1b6c0,15,1,23041913,23042426,1296.7109759999998,418.895604,480.655488,473.08698,513,817.8528380629923
92,00a45dae43da4bd9b262e11f4db1b6c0,16,1,23041913,23042426,1296.7109759999998,418.895604,480.655488,473.08698,513,817.8528380629923
